"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary",
"Cases","","","Halprin v. Federal Deposit Insurance Corp.","https://www.westlaw.com/Document/I552db720aafc11e8b50ba206211ca6a0/View/FullText.html?listSource=Search&list=CASE&rank=405&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","August 27, 2018","Slip Copy","","2018 WL 4088795","5:13-CV-1042-RP","Before the Court are Defendant American Title Group, Inc. f/k/a LandAmerica Lawyers Title of San Antonio, Inc.'s (American Title) Motion for Summary Judgment on Its Counterclaim for Contractual Indemnity Against All Plaintiffs, (Dkt. 264); American Title's Motion to Strike Plaintiffs' Evidence in Opposition, (Dkt. 274); and...",
"Cases","","","Carroll v. State Farm Mutual Automobile Insurance Company","https://www.westlaw.com/Document/I94034210abb211e89fd88bcb1944f106/View/FullText.html?listSource=Search&list=CASE&rank=406&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Fort Worth Division.","August 28, 2018","Slip Copy","","2018 WL 4100939","4:18-CV-458-A","Came on for consideration the motion of defendant, State Farm Mutual Automobile Insurance Company, to dismiss. Plaintiff, Charlotte R. Carroll, has failed to respond to the motion, which is ripe for ruling. The court, having considered the motion, the record, and applicable authorities, finds that the motion should be granted. However, the court...",
"Cases","","","Maravilla v. Gruma Corporation","https://www.westlaw.com/Document/I901f960091d911e8a064bbcf25cb9a66/View/FullText.html?listSource=Search&list=CASE&rank=407&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","July 26, 2018","Slip Copy","","2018 WL 3597661","CV H-18-1309","Plaintiff Jesus Maravilla (Plaintiff), on behalf of himself and other similarly situated individuals, brings this action against defendant Gruma Corporation, d/b/a Mission Tortilla (Defendant) for failure to pay overtime wages and failure to maintain accurate records under the Fair Labor Standards Act...",
"Cases","","","Sanchez v. Safeco Insurance of Indiana","https://www.westlaw.com/Document/I674e9790a5ce11e8b50ba206211ca6a0/View/FullText.html?listSource=Search&list=CASE&rank=408&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Sherman Division.","August 21, 2018","Slip Copy","","2018 WL 3993437","4:17-CV-00892","Before the Court is Safeco Insurance Company of Indianas (Safeco) Motion for Summary Judgment (Dkt. #27). After reviewing the relevant pleadings, the Court finds the motion should be denied. On November 29, 2017, Plaintiffs Mike and Jacqueline Sanchez (Plaintiffs) filed their Complaint against Safeco in Texas...",
"Cases","","","Wagner v. Ditech Financial LLC","https://www.westlaw.com/Document/I119601908ead11e881e3e57c1f40e5c7/View/FullText.html?listSource=Search&list=CASE&rank=409&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","July 20, 2018","Slip Copy","","2018 WL 3521182","15-CV-01002 (RCL)","Before the Court is the plaintiff's Motion to Reconsider and/or Clarify Order and for Leave of Court to Amend Pleadings and for Remand. ECF No. 31. The Court will grant in part and deny in part the plaintiff's motion. The Court will grant the plaintiff's request for clarification of the Court's earlier memorandum [ECF No. 29] and order [ECF No. 30]...",
"Cases","","","In re Crymes","https://www.westlaw.com/Document/Ia6c70ce0a6be11e88c45d187944abdda/View/FullText.html?listSource=Search&list=CASE&rank=410&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Bankruptcy Court, N.D. Texas, Abilene Division.","August 20, 2018","Slip Copy","","2018 WL 4006320","16-10206-RLJ13, AP 18-01000-RLJ","The Court addresses the motion to dismiss of the defendants, Ocwen Loan Servicing, LLC (Ocwen), U.S. Bank, N.A. (U.S. Bank), and Citigroup Mortgage Loan Trust, Inc. Series 2005-9 (Citigroup) (collectively, Defendants). The plaintiff (and debtor), David Crymes, filed his complaint on January 2, 2018, alleging multiple causes of action and requesting...",
"Cases","","","Sharp Mexican Partners, LP v. Republic Waste Services of Texas, Ltd.","https://www.westlaw.com/Document/I2d5d2a20a9e711e8943bb2cb5f7224e8/View/FullText.html?listSource=Search&list=CASE&rank=411&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","August 24, 2018","Slip Copy","","2018 WL 4053365","3:17-CV-1605-S","This Order addresses the Motion to Dismiss Plaintiffs' Second Amended Complaint and Class Action filed by Defendant Republic Waste Services of Texas, Ltd. (Republic) [ECF No. 20]. For the following reasons, the Court grants in part and denies in part the motion. Pursuant to Special Order 3-318, this case was transferred from the...",
"Cases","","","Michels Corporation v. EMS USA, Inc.","https://www.westlaw.com/Document/I816145e094b411e892c4ce5625aacf64/View/FullText.html?listSource=Search&list=CASE&rank=412&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","June 26, 2017","Slip Copy","","2017 WL 9938283","4:16-CV-02340","Pending before the Court in the above-referenced cause is Defendant EMS USA, Inc.s (EMS) Motion for Continuance of Plaintiffs Motion for Summary Judgment Submission and Motion to Compel Mediation (Motion or Motion for Continuance). Doc. 15. Having considered the Motion, Response, record, and...",
"Cases","","","Lott v. Wells Fargo Bank","https://www.westlaw.com/Document/Icb5772d0b81511e89a72e3efe6364bb2/View/FullText.html?listSource=Search&list=CASE&rank=413&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","September 13, 2018","Slip Copy","","2018 WL 4362632","3:17-CV-1270-L","On August 22, 2018, United States Magistrate Judge Rebecca Rutherford entered the Findings, Conclusions and Recommendation of the United States Magistrate Judge (Report) (Doc. 25), recommending that the court grant Defendants Motion to Dismiss (Doc. 13), pursuant to Federal Rule of Civil Procedure 12(b)(6) but allow Plaintiff...",
"Cases","","","Washington v. Geico General Insurance Company","https://www.westlaw.com/Document/Ib22f9f6028d511e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=414&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","April 21, 2017","Not Reported in Fed. Supp.","","2017 WL 1426358","3:17-CV-961-L","Defendant Geico General Insurance Company (Geico or Defendant) removed this action to federal court on April 5, 2017, contending that complete diversity of citizenship exists between the parties and that the amount in controversy, exclusive of interest and costs, exceeds $75,000. For the reasons that follow, the court...",
"Cases","","","Wease v. Ocwen Loan Servicing, LLC","https://www.westlaw.com/Document/Iea8108c0267a11e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=415&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","April 20, 2017","Not Reported in Fed. Supp.","","2017 WL 1408821","3:13-CV-4107-B","Before the Court is Defendants' Second Motion to Modify Judgment. Doc. 102. For the reasons that follow, the Court GRANTS Defendants' Motion. The Court recounted the facts of this case in its Order granting Defendants' Motion for Summary Judgment. Doc. 82, Order 12. In short, this is a mortgage dispute. Plaintiff/Counter-Defendant Michael...",
"Cases","","","Geiken v. Worku","https://www.westlaw.com/Document/I0de7d77030ae11e7bc7a881983352365/View/FullText.html?listSource=Search&list=CASE&rank=416&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","May 02, 2017","Not Reported in Fed. Supp.","","2017 WL 1709692","3:15-CV-2442-B","Before the Court is Plaintiffs Motion for Final Default Judgment. Doc. 15. For the following reasons, the Court GRANTS in part and DENIES in part Plaintiffs Motion. This is a breach of contract case. Plaintiff Chad Geiken and Defendant Anteneh Tesfaye Worku were friends. Doc. 1, Pl.'s Orig. Compl. ¶7. When...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic9a20500363311e78e18865f4d27462d&rank=417&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Arlington Heights Memorial Post No. 8234 Veterans of Foreign Wars of the United States, Fort Worth, Texas v. Covington Specialty Insurance Company","https://www.westlaw.com/Document/Ic9a20500363311e78e18865f4d27462d/View/FullText.html?listSource=Search&list=CASE&rank=417&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","May 10, 2017","Not Reported in Fed. Supp.","","2017 WL 1929124","3:16-CV-3112-B","Before the Court is Plaintiffs Motion to Remand. Doc. 9. For the reasons that follow, Plaintiffs Motion is GRANTED. Plaintiff initially sued Defendants Covington Specialty Insurance Company, Engle Martin & Associates, and insurance adjuster Edward Martin Sewell, Jr. in Texas state court for violations of the Texas Insurance Code,...",
"Cases","","","Rivera v. Townsquare Media Broadcasting, LLC","https://www.westlaw.com/Document/I534312701b2311e8b70ffc6b586038a9/View/FullText.html?listSource=Search&list=CASE&rank=418&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, Austin Division.","February 22, 2018","309 F.Supp.3d 441","","2018 WL 1041168","AU–16–CA–00549–SS","LABOR AND EMPLOYMENT - Discrimination. Hispanic employee failed to establish prima facie case of race discrimination under Title VII against employer.",
"Cases","","","System One Holdings LLC v. Campbell","https://www.westlaw.com/Document/I3a877fc0b4e111e8b1cdeab7e1f6f07a/View/FullText.html?listSource=Search&list=CASE&rank=419&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Brownsville Division.","September 07, 2018","Slip Copy","","2018 WL 4283127","1:18-CV-00054","On August 21, 2018, the United States Magistrate Judge filed a Report and Recommendation (Doc. 25). Plaintiff has timely objected to the Report and Recommendation (Doc. 27). Having considered de novo the Magistrate Judges Report and Recommendation and the issues raised by Plaintiffs Objections, the Court ADOPTS the Report and...",
"Cases","","","Steadfast Insurance Co. v. Frost Bank","https://www.westlaw.com/Document/Ib60e3d50a0c811e8809390da5fe55bec/View/FullText.html?listSource=Search&list=CASE&rank=420&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","August 14, 2018","Slip Copy","","2018 WL 3865415","SA-17-CV-1222-XR","On this date, the Court considered the status of this case. On April 24, 2018, this Court granted the Joint Motion to Extend Deadlines and to Enforce Arbitration Agreement, ordered the parties to proceed to arbitration, and ordered the parties to submit their briefing on whether the case should be stayed or dismissed pending arbitration....",
"Cases","","","Wilson v. Allstate Insurance Company","https://www.westlaw.com/Document/If9cd18b010c111e7b984d2f99f0977c6/View/FullText.html?listSource=Search&list=CASE&rank=421&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Sherman Division.","March 03, 2017","Not Reported in Fed. Supp.","","2017 WL 1097213","4:16-CV-00970-ALM-CAN","Pending before the Court is Plaintiff's Motion to Remand, Motion for Sanctions and Brief in Support (Motion to Remand) [Dkt. 7]. Having considered the Motion, Response [Dkt. 8], and any other relevant pleadings, the Court recommends that the Motion be DENIED. On November 15, 2016, Plaintiff Tommy Wilson (Plaintiff) sued...",
"Cases","","","Atos IT Solutions & Services, Inc. v. Angiel Electrical Construction Corporation","https://www.westlaw.com/Document/Ibc46b1001ba611e7afe7804507f6db3f/View/FullText.html?listSource=Search&list=CASE&rank=422&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Fort Worth Division.","February 24, 2017","Not Reported in Fed. Supp.","","2017 WL 1297930","4:16-CV-1155-A","Came on for consideration the motion of defendant Eaton Corporation (Eaton) to dismiss. The court, having considered the motion, the response of plaintiff, Atos IT Solutions & Services, Inc., the reply, the record, and applicable authorities, finds that the motion should be granted. On December 21, 2016, plaintiff filed its complaint...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I24ed365016ef11e79eadef7f77b52ba6&rank=423&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Ventura v. Wells Fargo Bank, N.A.","https://www.westlaw.com/Document/I24ed365016ef11e79eadef7f77b52ba6/View/FullText.html?listSource=Search&list=CASE&rank=423&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Fort Worth Division.","March 30, 2017","Not Reported in Fed. Supp.","","2017 WL 1194370","4:17-CV-075-A","Came on for consideration the motion of defendant, Wells Fargo Bank, N.A., to dismiss for failure to state a claim upon which relief can be granted. Plaintiffs, Luz and Walter Ventura, filed a response to which defendant replied. Having considered the motion, the response, the reply, plaintiffs' original petition, and applicable legal authorities,...",
"Cases","","","Tommaso v. State Farm Lloyds","https://www.westlaw.com/Document/Id65a19c0b18311e6972aa83e6c16e5f7/View/FullText.html?listSource=Search&list=CASE&rank=424&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, McAllen Division.","September 28, 2016","Not Reported in Fed. Supp.","","2016 WL 6883042","7:15–CV–00274","The Court now considers State Farm Lloyds (State Farm) and David Birdwells (Mr. Birdwell) (collectively, Defendants) motion for partial dismissal of Sandra Di Tommasos (Plaintiff) extra-contractual claims against Defendants. The Court also considers Plaintiffs response,...",
"Cases","","","Grand Parkway Surgery Center, LLC v. Health Care Service Corporation","https://www.westlaw.com/Document/Ife06d46019cd11e7815ea6969ee18a03/View/FullText.html?listSource=Search&list=CASE&rank=425&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","April 04, 2017","Not Reported in Fed. Supp.","","2017 WL 1231026","CV H-16-549","Grand Parkway alleged that the defendant insurers and claims administrators failed to pay for medical services it provided under its patients' health-benefit plans. One claim Grand Parkway asserted was a promissory-estoppel claim under Texas law, based on the allegation that Grand Parkway provided the medical services only after each defendant...",
"Cases","","","Houston Metro and Spine Surgery Center,LLC v. Health Care Service Corporation","https://www.westlaw.com/Document/If8f0617019ce11e7815ea6969ee18a03/View/FullText.html?listSource=Search&list=CASE&rank=426&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","April 04, 2017","Not Reported in Fed. Supp.","","2017 WL 1231072","CV H-16-1402","Houston Metro alleged that the defendant insurers and claims administrators failed to pay for medical services it provided under its patients' health-benefit plans. One claim Houston Metro asserted was a promissory-estoppel claim under Texas law, based on the allegation that Houston Metro provided the medical services only after each defendant...",
"Cases","","","Martinez v. Pilgrim's Pride Corporation","https://www.westlaw.com/Document/Ib0003490080d11e7b123a7c0dc92d5ef/View/FullText.html?listSource=Search&list=CASE&rank=427&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","March 10, 2017","Not Reported in Fed. Supp.","","2017 WL 951879","3:16-CV-3043-D","Plaintiff-counterdefendant Amparo Martinezs (Martinezs) January 11, 2017 second Rule 12(b)(6) motion to dismiss defendant-counterplaintiff Pilgrims Pride Corporations (Pilgrims Prides) counterclaim for breach of contract is denied for at least the following reason....",
"Cases","","","Avila v. Metropolitan Lloyds Insurance","https://www.westlaw.com/Document/I1d2f93a0191e11e79de0d9b9354e8e59/View/FullText.html?listSource=Search&list=CASE&rank=428&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","April 03, 2017","Not Reported in Fed. Supp.","","2017 WL 1211339","3:16-CV-3007-L","On February 21, 2017, United States Magistrate Judge David L. Horan entered the Findings, Conclusions and Recommendation of the United States Magistrate Judge (Report), recommending that the court grant Plaintiffs' Opposed Motion to Remand (Doc. 6) but deny their request for attorneys fees. No objections to the Report were...",
"Cases","","","Southwest Systems Technology, Inc. v. Koh Young America, Inc.","https://www.westlaw.com/Document/I8f4049e01b9d11e79eadef7f77b52ba6/View/FullText.html?listSource=Search&list=CASE&rank=429&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","December 23, 2016","Not Reported in Fed. Supp.","","2016 WL 8674564","3:15-CV-2152-D","Following a jury verdict and the entry of judgment in favor of plaintiff Southwest Systems Technology, Inc. (Southwest Systems), Southwest Systems moves for an award of attorneys fees and nontaxable expenses, and defendant Koh Young America, Inc. (KYA) moves the court to determine whether Arizona law governs...",
"Cases","","","Drake Water Technologies, Inc. v. National Oilwell Varco, L.P.","https://www.westlaw.com/Document/I01ed6e60c1e111e8ae6bb4b0ae8dca5a/View/FullText.html?listSource=Search&list=CASE&rank=430&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","August 14, 2018","Slip Copy","","2018 WL 4610673","CV H-17-1704","Pending before the court are Plaintiffs Motion for Summary Judgment on Defendants Counterclaims (Doc. 59), Defendants Motion for Summary Judgment on Lost Profit Damages (Doc. 69), and Defendants Motion for Partial Summary Judgment on Plaintiffs Claims (Doc. 73). The court has considered the motions, all...",
"Cases","","","White Glove Staffing, Inc. v. Methodist Hospitals of Dallas","https://www.westlaw.com/Document/I939cf2e0bc8c11e8b1cdeab7e1f6f07a/View/FullText.html?listSource=Search&list=CASE&rank=431&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","September 19, 2018","Slip Copy","","2018 WL 4488843","3:17-CV-1158-K","Before the Court is Defendants' Motion for Partial Summary Judgment (Doc. No. 52) (the Motion). After carefully considering the Motion, response, reply, relevant documents, record, and applicable law, the Court GRANTS IN PART and DENIES IN PART the Motion. The Court GRANTS summary judgment as to all claims brought by Plaintiffs Lindey...",
"Cases","","","Agredano v. State Farm Lloyd's","https://www.westlaw.com/Document/Iadb7702090e911e89fc9c0a8a8f09d21/View/FullText.html?listSource=Search&list=CASE&rank=432&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","July 25, 2018","Slip Copy","","2018 WL 3579484","SA-15-CV-01067-RCL","The Court has before it the plaintiffs brief in support of their claim for attorneys fees and statutory interest. ECF No. 111. The plaintiffs prevailed at trial on their breach-of-contract claim. ECF No. 103. The question now is whether they are entitled to seek attorneys fees and statutory interest. After trial, the parties...",
"Cases","","","Woods v. Flagstar Bank","https://www.westlaw.com/Document/I5fae6df0c29611e89a72e3efe6364bb2/View/FullText.html?listSource=Search&list=CASE&rank=433&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, San Antonio Division.","September 25, 2018","Slip Copy","","2018 WL 4624826","SA-17-CV-01209-FB","This Report and Recommendation concerns the following three motions: (1) Plaintiff's Affidavit of Facts in Support of Defendant's Ginnie Mae Default Judgment [#17], which the Court construes as Plaintiff's Motion for Default Judgment against Defendant Ginnie Mae; (2) Plaintiff's Affidavit of Facts in Support of Defendant's Hughes, Watters & AMP...",
"Cases","","","Miller v. City of East Mountain","https://www.westlaw.com/Document/Idc231b80ba9211e88037ff68a1223ab1/View/FullText.html?listSource=Search&list=CASE&rank=434&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, E.D. Texas, Marshall Division.","August 29, 2018","Slip Copy","","2018 WL 4390783","2:17-CV-00496-JRG-RSP","Plaintiff challenges the affirmative defenses found in East Mountain's First Amended Answer [Dkt. # 69]. Pl.'s Mot. to Strike [Dkt. # 72]. Specifically, Plaintiff complains that Paragraphs 144 to 146 of the First Amended Answer are not proper affirmative defenses and asks the Court to strike those defenses under Fed. R. Civ. P. 12(f)....",
"Cases","","","BNSF Railway Co. v. Orrison","https://www.westlaw.com/Document/If70a83409bb411e89fc9c0a8a8f09d21/View/FullText.html?listSource=Search&list=CASE&rank=435&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Fort Worth Division.","August 08, 2018","Slip Copy","","2018 WL 3756947","4:18-CV-579-A","Came on for consideration the motion of defendant, John W. Orrison, to dismiss for lack of personal jurisdiction or, in the alternative, to transfer venue. The court, having considered the motion, the response of plaintiff, BNSF Railway Co., the record, and applicable authorities, finds that the motion should be denied. On April 23, 2018, plaintiff...",
"Cases","","","Crossland v. Nationwide Mutual Insurance Company","https://www.westlaw.com/Document/I43d0df80ccb111e89a72e3efe6364bb2/View/FullText.html?listSource=Search&list=CASE&rank=436&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, El Paso Division.","October 09, 2018","Slip Copy","","2018 WL 4905354","EP-18-CV-00085-DCG","Presently before the Court is Plaintiff Gary B. Crosslands Motion to Compel Discovery (ECF No. 24) filed on September 14, 2018. Therein, Plaintiff seeks the documents from Defendants internal claim investigation file regarding a separate building that he owns. Mot. at 2. Plaintiff argues that the documents are relevant...",
"Cases","","","Baker Hughes Incorporated v. United States","https://www.westlaw.com/Document/Ib1e26f70738d11e8a5b89e7029628dd3/View/FullText.html?listSource=Search&list=CASE&rank=437&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, S.D. Texas, Houston Division.","June 18, 2018","313 F.Supp.3d 804","","2018 WL 3027008","4:15–CV–2675","TAXATION - Income. Corporate taxpayer could not claim bad debt deduction for money paid to subsidiary so that taxpayer could avoid its performance obligation on a contract.",
"Cases","","","Walters v. J.D. Palatine, L.L.C.","https://www.westlaw.com/Document/I42d0ca204a2e11e794a1f7ff5c621124/View/FullText.html?listSource=Search&list=CASE&rank=438&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, W.D. Texas, Austin Division.","June 02, 2017","Not Reported in Fed. Supp.","","2017 WL 2414989","A–15–CV–850–LY","Before the Court are Defendants Motion for Dismissal of Plaintiffs Fraud Claim Under Rule 12(b)(6) (Dkt. No. 35); and Plaintiffs Response in Opposition to Defendants Motion (Dkt. No. 37). The District Court referred the above-motion to the undersigned Magistrate Judge for Report and Recommendation pursuant to 28 U.S.C....",
"Cases","","","Smalley v. Charter Communications Holding Company, LLC","https://www.westlaw.com/Document/I0778ec6045d711e7b6b5ffabbbad7186/View/FullText.html?listSource=Search&list=CASE&rank=439&sessionScopeId=0066e1cf23c3ad09864e12e5e17a6d395f5650c427ebc0abee68fb245346c742&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States District Court, N.D. Texas, Dallas Division.","May 26, 2017","Not Reported in Fed. Supp.","","2017 WL 2335518","3:17-CV-00834-M","Before the Court is a Motion to Remand this civil action to County Court at Law No.1 in Ellis County, Texas, filed by Plaintiffs Tom E. Smalley and Nancy T. Smalley. For the reasons stated below, the Motion [ECF #9] is DENIED. Plaintiffs originally brought this lawsuit in state court to enforce an alleged promise by Defendant Charter Communications...",
